sim_idx,model,family,memory,memory_k,projectname,cogtype,parser,taskname,tasktype,chain_type,trace_id,tunnel_id,trial_idx,trcode,context_item,stimulus,pred_resp_raw,fb_response
0,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,vviq16study,no,1,vviq16,imagery,item,20260507T07-08-06vviq16studySingleTurnvviq160,sidx-[0]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-vviq16study,0,S1_1,Think of some relative or friend whom you frequently see (but who is not with you at present) and consider carefully the picture that comes before your mind's eye.,"The exact contour of face, head, shoulders and body.","content=""{'Vividness': 4}"" additional_kwargs={} response_metadata={} id='7f5fe603-e284-4ee9-b079-af734de96c7f' tool_calls=[] invalid_tool_calls=[]",
0,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,vviq16study,no,1,vviq16,imagery,item,20260507T07-08-06vviq16studySingleTurnvviq160,sidx-[0]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-vviq16study,1,S1_2,Think of some relative or friend whom you frequently see (but who is not with you at present) and consider carefully the picture that comes before your mind's eye.,"Characteristic poses of head, attitudes of body, etc.","content=""{'Vividness': 5}"" additional_kwargs={} response_metadata={} id='4da4b6e1-f42a-4d69-a71f-c7b1c982b71c' tool_calls=[] invalid_tool_calls=[]",
0,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,vviq16study,no,1,vviq16,imagery,item,20260507T07-08-06vviq16studySingleTurnvviq160,sidx-[0]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-vviq16study,2,S1_3,Think of some relative or friend whom you frequently see (but who is not with you at present) and consider carefully the picture that comes before your mind's eye.,"The precise carriage, length of step, etc. in walking.","content=""{'Vividness': 4}"" additional_kwargs={} response_metadata={} id='41b21c13-b7ba-45de-85d4-17620b8831ab' tool_calls=[] invalid_tool_calls=[]",
0,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,vviq16study,no,1,vviq16,imagery,item,20260507T07-08-06vviq16studySingleTurnvviq160,sidx-[0]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-vviq16study,3,S1_4,Think of some relative or friend whom you frequently see (but who is not with you at present) and consider carefully the picture that comes before your mind's eye.,The different colours worn in some familiar clothes.,"content=""{'Vividness': 5}"" additional_kwargs={} response_metadata={} id='36ed7a71-46f6-4512-9794-67906f8fd85e' tool_calls=[] invalid_tool_calls=[]",
0,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,vviq16study,no,1,vviq16,imagery,item,20260507T07-08-06vviq16studySingleTurnvviq160,sidx-[0]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-vviq16study,4,S2_1,Visualize a rising sun. Consider carefully the picture that comes before your mind's eye.,The sun is rising above the horizon into a hazy sky.,"content=""{'Vividness': 5}"" additional_kwargs={} response_metadata={} id='3aaf8835-5a4e-4d69-85f9-07055371046f' tool_calls=[] invalid_tool_calls=[]",
0,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,vviq16study,no,1,vviq16,imagery,item,20260507T07-08-06vviq16studySingleTurnvviq160,sidx-[0]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-vviq16study,5,S2_2,Visualize a rising sun. Consider carefully the picture that comes before your mind's eye.,The sky clears and surrounds the sun with blueness.,"content=""{'Vividness': 4}"" additional_kwargs={} response_metadata={} id='5a699fc3-c04b-440f-bb68-7f4eb735fc4f' tool_calls=[] invalid_tool_calls=[]",
0,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,vviq16study,no,1,vviq16,imagery,item,20260507T07-08-06vviq16studySingleTurnvviq160,sidx-[0]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-vviq16study,6,S2_3,Visualize a rising sun. Consider carefully the picture that comes before your mind's eye.,"Clouds. A storm blows up, with flashes of lightning strikes.","content=""{'Vividness': 5}"" additional_kwargs={} response_metadata={} id='32695087-66bf-43ac-9985-c6060137d6c1' tool_calls=[] invalid_tool_calls=[]",
0,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,vviq16study,no,1,vviq16,imagery,item,20260507T07-08-06vviq16studySingleTurnvviq160,sidx-[0]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-vviq16study,7,S2_4,Visualize a rising sun. Consider carefully the picture that comes before your mind's eye.,A rainbow appears.,"content=""{'Vividness': 4}"" additional_kwargs={} response_metadata={} id='686303e0-84c5-48f9-ac4b-9935440dfc97' tool_calls=[] invalid_tool_calls=[]",
0,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,vviq16study,no,1,vviq16,imagery,item,20260507T07-08-06vviq16studySingleTurnvviq160,sidx-[0]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-vviq16study,8,S3_1,Think of the front of a shop which you often go to. Consider the picture that comes before your mind's eye.,The overall appearance of the shop from the opposite side of the road.,"content=""{'Vividness': 3}"" additional_kwargs={} response_metadata={} id='234e98ed-6a65-413a-a698-f7354b7beb60' tool_calls=[] invalid_tool_calls=[]",
0,smollm2:360m-instruct-fp16,ollama,SingleTurn,-1,vviq16study,no,1,vviq16,imagery,item,20260507T07-08-06vviq16studySingleTurnvviq160,sidx-[0]-model-smollm2:360m-instruct-fp16-family-ollama-memory-SingleTurn-vviq16study,9,S3_2,Think of the front of a shop which you often go to. Consider the picture that comes before your mind's eye.,"A window display including colour, shape and details of the articles in it.","content=""{'Vividness': 5}"" additional_kwargs={} response_metadata={} id='59bf5971-e687-4710-aa54-0f3198060d54' tool_calls=[] invalid_tool_calls=[]",
