sim_idx,model,family,memory,memory_k,projectname,cogtype,parser,taskname,tasktype,chain_type,trace_id,tunnel_id,trial_idx,trcode,context_item,stimulus,pred_resp_raw,fb_response,resp_recalled_word,resp_confidence
0,meta-llama/llama-3.1-8b-instruct,openrouter,Convo,-1,pal_trial_chain,no,0,pal_subset_trial,episodic,trial,20260820T11-51-01pal_trial_chainConvopal_subset_trial0L0_pr_01,sidx-[0]-model-meta-llama/llama-3.1-8b-instruct-family-openrouter-memory-Convo-pal_trial_chain,0,L0_pr_01,"",STUDY PHASE — Please remember this word pair: the word 'cat' is paired with 'umbrella'.,"I've taken note of the word pair ""cat"" and ""umbrella"" for the study phase.",,,
0,meta-llama/llama-3.1-8b-instruct,openrouter,Convo,-1,pal_trial_chain,no,0,pal_subset_trial,episodic,trial,20260820T11-51-01pal_trial_chainConvopal_subset_trial0L0_pr_01,sidx-[0]-model-meta-llama/llama-3.1-8b-instruct-family-openrouter-memory-Convo-pal_trial_chain,1,L0_pr_01,"",TEST PHASE — What word was paired with 'cat' during the study phase?,"{'recalled_word': 'umbrella', 'confidence': 1}",,umbrella,1
0,meta-llama/llama-3.1-8b-instruct,openrouter,Convo,-1,pal_trial_chain,no,0,pal_subset_trial,episodic,trial,20260820T11-51-01pal_trial_chainConvopal_subset_trial0L0_pr_02,sidx-[0]-model-meta-llama/llama-3.1-8b-instruct-family-openrouter-memory-Convo-pal_trial_chain,2,L0_pr_02,"",STUDY PHASE — Please remember this word pair: the word 'moon' is paired with 'pencil'.,"I've studied the word pair ""moon"" and ""pencil"" for the study phase. I'm ready to move on to the test phase.",,,
0,meta-llama/llama-3.1-8b-instruct,openrouter,Convo,-1,pal_trial_chain,no,0,pal_subset_trial,episodic,trial,20260820T11-51-01pal_trial_chainConvopal_subset_trial0L0_pr_02,sidx-[0]-model-meta-llama/llama-3.1-8b-instruct-family-openrouter-memory-Convo-pal_trial_chain,3,L0_pr_02,"",TEST PHASE — What word was paired with 'moon' during the study phase?,"{'recalled_word': 'pencil', 'confidence': 1}",,pencil,1
0,meta-llama/llama-3.1-8b-instruct,openrouter,Convo,-1,pal_trial_chain,no,0,pal_subset_trial,episodic,trial,20260820T11-51-01pal_trial_chainConvopal_subset_trial0L0_pr_03,sidx-[0]-model-meta-llama/llama-3.1-8b-instruct-family-openrouter-memory-Convo-pal_trial_chain,4,L0_pr_03,"",STUDY PHASE — Please remember this word pair: the word 'tree' is paired with 'sock'.,"I've studied the word pair ""tree"" and ""sock"" for the study phase. I'll remember it for the test phase.",,,
0,meta-llama/llama-3.1-8b-instruct,openrouter,Convo,-1,pal_trial_chain,no,0,pal_subset_trial,episodic,trial,20260820T11-51-01pal_trial_chainConvopal_subset_trial0L0_pr_03,sidx-[0]-model-meta-llama/llama-3.1-8b-instruct-family-openrouter-memory-Convo-pal_trial_chain,5,L0_pr_03,"",TEST PHASE — What word was paired with 'tree' during the study phase?,"{'recalled_word': 'sock', 'confidence': 1}",,sock,1
0,meta-llama/llama-3.1-8b-instruct,openrouter,Convo,-1,pal_trial_chain,no,0,pal_subset_trial,episodic,trial,20260820T11-51-01pal_trial_chainConvopal_subset_trial0L25_pr_01,sidx-[0]-model-meta-llama/llama-3.1-8b-instruct-family-openrouter-memory-Convo-pal_trial_chain,6,L25_pr_01,"",STUDY PHASE — Please remember this word pair: the word 'lion' is paired with 'tiger'.,"For the word pair ""lion"" and ""tiger"", I will remember that they are associated with each other.",,,
0,meta-llama/llama-3.1-8b-instruct,openrouter,Convo,-1,pal_trial_chain,no,0,pal_subset_trial,episodic,trial,20260820T11-51-01pal_trial_chainConvopal_subset_trial0L25_pr_01,sidx-[0]-model-meta-llama/llama-3.1-8b-instruct-family-openrouter-memory-Convo-pal_trial_chain,7,L25_pr_01,"",TEST PHASE — What word was paired with 'lion' during the study phase?,"{'recalled_word': 'tiger', 'confidence': 1}",,tiger,1
0,meta-llama/llama-3.1-8b-instruct,openrouter,Convo,-1,pal_trial_chain,no,0,pal_subset_trial,episodic,trial,20260820T11-51-01pal_trial_chainConvopal_subset_trial0L25_pr_02,sidx-[0]-model-meta-llama/llama-3.1-8b-instruct-family-openrouter-memory-Convo-pal_trial_chain,8,L25_pr_02,"",STUDY PHASE — Please remember this word pair: the word 'rose' is paired with 'daisy'.,"I've studied the word pair ""rose"" and ""daisy"". I'm ready to move on to the test phase.",,,
0,meta-llama/llama-3.1-8b-instruct,openrouter,Convo,-1,pal_trial_chain,no,0,pal_subset_trial,episodic,trial,20260820T11-51-01pal_trial_chainConvopal_subset_trial0L25_pr_02,sidx-[0]-model-meta-llama/llama-3.1-8b-instruct-family-openrouter-memory-Convo-pal_trial_chain,9,L25_pr_02,"",TEST PHASE — What word was paired with 'rose' during the study phase?,"{'recalled_word': 'daisy', 'confidence': 1}",,daisy,1
0,meta-llama/llama-3.1-8b-instruct,openrouter,Convo,-1,pal_trial_chain,no,0,pal_subset_trial,episodic,trial,20260820T11-51-01pal_trial_chainConvopal_subset_trial0L25_pr_03,sidx-[0]-model-meta-llama/llama-3.1-8b-instruct-family-openrouter-memory-Convo-pal_trial_chain,10,L25_pr_03,"",STUDY PHASE — Please remember this word pair: the word 'oak' is paired with 'pine'.,"For the word pair ""oak"" and ""pine"", I will remember that they are associated with each other.",,,
0,meta-llama/llama-3.1-8b-instruct,openrouter,Convo,-1,pal_trial_chain,no,0,pal_subset_trial,episodic,trial,20260820T11-51-01pal_trial_chainConvopal_subset_trial0L25_pr_03,sidx-[0]-model-meta-llama/llama-3.1-8b-instruct-family-openrouter-memory-Convo-pal_trial_chain,11,L25_pr_03,"",TEST PHASE — What word was paired with 'oak' during the study phase?,"{'recalled_word': 'pine', 'confidence': 1}",,pine,1
0,meta-llama/llama-3.1-8b-instruct,openrouter,Convo,-1,pal_trial_chain,no,0,pal_subset_trial,episodic,trial,20260820T11-51-01pal_trial_chainConvopal_subset_trial0L50_pr_01,sidx-[0]-model-meta-llama/llama-3.1-8b-instruct-family-openrouter-memory-Convo-pal_trial_chain,12,L50_pr_01,"",STUDY PHASE — Please remember this word pair: the word 'bee' is paired with 'honey'.,"I've studied the word pair ""bee"" and ""honey"".",,,
0,meta-llama/llama-3.1-8b-instruct,openrouter,Convo,-1,pal_trial_chain,no,0,pal_subset_trial,episodic,trial,20260820T11-51-01pal_trial_chainConvopal_subset_trial0L50_pr_01,sidx-[0]-model-meta-llama/llama-3.1-8b-instruct-family-openrouter-memory-Convo-pal_trial_chain,13,L50_pr_01,"",TEST PHASE — What word was paired with 'bee' during the study phase?,"{'recalled_word': 'honey', 'confidence': 1}",,honey,1
0,meta-llama/llama-3.1-8b-instruct,openrouter,Convo,-1,pal_trial_chain,no,0,pal_subset_trial,episodic,trial,20260820T11-51-01pal_trial_chainConvopal_subset_trial0L50_pr_02,sidx-[0]-model-meta-llama/llama-3.1-8b-instruct-family-openrouter-memory-Convo-pal_trial_chain,14,L50_pr_02,"",STUDY PHASE — Please remember this word pair: the word 'fire' is paired with 'smoke'.,"I've got it! The word pair to remember is:

Fire - Smoke",,,
0,meta-llama/llama-3.1-8b-instruct,openrouter,Convo,-1,pal_trial_chain,no,0,pal_subset_trial,episodic,trial,20260820T11-51-01pal_trial_chainConvopal_subset_trial0L50_pr_02,sidx-[0]-model-meta-llama/llama-3.1-8b-instruct-family-openrouter-memory-Convo-pal_trial_chain,15,L50_pr_02,"",TEST PHASE — What word was paired with 'fire' during the study phase?,"{'recalled_word': 'smoke', 'confidence': 1}",,smoke,1
0,meta-llama/llama-3.1-8b-instruct,openrouter,Convo,-1,pal_trial_chain,no,0,pal_subset_trial,episodic,trial,20260820T11-51-01pal_trial_chainConvopal_subset_trial0L50_pr_03,sidx-[0]-model-meta-llama/llama-3.1-8b-instruct-family-openrouter-memory-Convo-pal_trial_chain,16,L50_pr_03,"",STUDY PHASE — Please remember this word pair: the word 'pen' is paired with 'ink'.,"I've studied the word pair ""pen"" and ""ink"". I'm ready to move on to the test phase.",,,
0,meta-llama/llama-3.1-8b-instruct,openrouter,Convo,-1,pal_trial_chain,no,0,pal_subset_trial,episodic,trial,20260820T11-51-01pal_trial_chainConvopal_subset_trial0L50_pr_03,sidx-[0]-model-meta-llama/llama-3.1-8b-instruct-family-openrouter-memory-Convo-pal_trial_chain,17,L50_pr_03,"",TEST PHASE — What word was paired with 'pen' during the study phase?,"{'recalled_word': 'ink', 'confidence': 1}",,ink,1
0,meta-llama/llama-3.1-8b-instruct,openrouter,Convo,-1,pal_trial_chain,no,0,pal_subset_trial,episodic,trial,20260820T11-51-01pal_trial_chainConvopal_subset_trial0L75_pr_01,sidx-[0]-model-meta-llama/llama-3.1-8b-instruct-family-openrouter-memory-Convo-pal_trial_chain,18,L75_pr_01,"",STUDY PHASE — Please remember this word pair: the word 'salt' is paired with 'pepper'.,"I've studied the word pair ""salt"" and ""pepper"".",,,
