sim_idx,model,family,memory,memory_k,projectname,cogtype,parser,taskname,tasktype,chain_type,trace_id,tunnel_id,trial_idx,trcode,context_item,stimulus,pred_resp_raw,fb_response,resp_recalled_word,resp_confidence
0,openai/gpt-oss-120b,groq,Convo,-1,pal_episodic_chain,no,0,pal_subset_block,episodic,task,20260820T11-30-07pal_episodic_chainConvopal_subset_block0,sidx-[0]-model-openai/gpt-oss-120b-family-groq-memory-Convo-pal_episodic_chain,0,L0_enc_01,"",STUDY PHASE — Please remember this word pair: the word 'cat' is paired with 'umbrella'.,Got it—I’ve noted that **cat ↔ umbrella**. Feel free to give the next pair when you’re ready.,,,
0,openai/gpt-oss-120b,groq,Convo,-1,pal_episodic_chain,no,0,pal_subset_block,episodic,task,20260820T11-30-07pal_episodic_chainConvopal_subset_block0,sidx-[0]-model-openai/gpt-oss-120b-family-groq-memory-Convo-pal_episodic_chain,1,L0_enc_02,"",STUDY PHASE — Please remember this word pair: the word 'moon' is paired with 'pencil'.,Understood—**moon ↔ pencil** has been added to the list. Let me know the next pair when you’re ready.,,,
0,openai/gpt-oss-120b,groq,Convo,-1,pal_episodic_chain,no,0,pal_subset_block,episodic,task,20260820T11-30-07pal_episodic_chainConvopal_subset_block0,sidx-[0]-model-openai/gpt-oss-120b-family-groq-memory-Convo-pal_episodic_chain,2,L0_enc_03,"",STUDY PHASE — Please remember this word pair: the word 'tree' is paired with 'sock'.,Got it—**tree ↔ sock** is now recorded. Let me know the next pair whenever you’re ready.,,,
0,openai/gpt-oss-120b,groq,Convo,-1,pal_episodic_chain,no,0,pal_subset_block,episodic,task,20260820T11-30-07pal_episodic_chainConvopal_subset_block0,sidx-[0]-model-openai/gpt-oss-120b-family-groq-memory-Convo-pal_episodic_chain,3,L25_enc_01,"",STUDY PHASE — Please remember this word pair: the word 'lion' is paired with 'tiger'.,Got it—**lion ↔ tiger** has been added to the list. Feel free to provide the next pair whenever you’re ready.,,,
0,openai/gpt-oss-120b,groq,Convo,-1,pal_episodic_chain,no,0,pal_subset_block,episodic,task,20260820T11-30-07pal_episodic_chainConvopal_subset_block0,sidx-[0]-model-openai/gpt-oss-120b-family-groq-memory-Convo-pal_episodic_chain,4,L25_enc_02,"",STUDY PHASE — Please remember this word pair: the word 'rose' is paired with 'daisy'.,Understood—**rose ↔ daisy** has been recorded. Let me know the next pair when you’re ready.,,,
0,openai/gpt-oss-120b,groq,Convo,-1,pal_episodic_chain,no,0,pal_subset_block,episodic,task,20260820T11-30-07pal_episodic_chainConvopal_subset_block0,sidx-[0]-model-openai/gpt-oss-120b-family-groq-memory-Convo-pal_episodic_chain,5,L25_enc_03,"",STUDY PHASE — Please remember this word pair: the word 'oak' is paired with 'pine'.,Got it—**oak ↔ pine** is now recorded. Let me know the next pair whenever you’re ready.,,,
0,openai/gpt-oss-120b,groq,Convo,-1,pal_episodic_chain,no,0,pal_subset_block,episodic,task,20260820T11-30-07pal_episodic_chainConvopal_subset_block0,sidx-[0]-model-openai/gpt-oss-120b-family-groq-memory-Convo-pal_episodic_chain,6,L50_enc_01,"",STUDY PHASE — Please remember this word pair: the word 'bee' is paired with 'honey'.,Understood—**bee ↔ honey** has been added to the list. Let me know the next pair whenever you’re ready.,,,
0,openai/gpt-oss-120b,groq,Convo,-1,pal_episodic_chain,no,0,pal_subset_block,episodic,task,20260820T11-30-07pal_episodic_chainConvopal_subset_block0,sidx-[0]-model-openai/gpt-oss-120b-family-groq-memory-Convo-pal_episodic_chain,7,L50_enc_02,"",STUDY PHASE — Please remember this word pair: the word 'fire' is paired with 'smoke'.,Got it—**fire ↔ smoke** is now recorded. Feel free to give the next pair whenever you’re ready.,,,
0,openai/gpt-oss-120b,groq,Convo,-1,pal_episodic_chain,no,0,pal_subset_block,episodic,task,20260820T11-30-07pal_episodic_chainConvopal_subset_block0,sidx-[0]-model-openai/gpt-oss-120b-family-groq-memory-Convo-pal_episodic_chain,8,L50_enc_03,"",STUDY PHASE — Please remember this word pair: the word 'pen' is paired with 'ink'.,Understood—**pen ↔ ink** has been added to the list. Let me know the next pair whenever you’re ready.,,,
0,openai/gpt-oss-120b,groq,Convo,-1,pal_episodic_chain,no,0,pal_subset_block,episodic,task,20260820T11-30-07pal_episodic_chainConvopal_subset_block0,sidx-[0]-model-openai/gpt-oss-120b-family-groq-memory-Convo-pal_episodic_chain,9,L75_enc_01,"",STUDY PHASE — Please remember this word pair: the word 'salt' is paired with 'pepper'.,Got it—**salt ↔ pepper** is now recorded. Let me know the next pair whenever you’re ready.,,,
